地點,日期,Unnamed: 2,天文曙光始,航海曙光始,民用曙光始,Unnamed: 6,日出時刻,方位,Unnamed: 9,過中天,仰角,Unnamed: 12,日沒時刻,方位.1,Unnamed: 15,民用暮光終,航海暮光終,天文暮光終
金門縣,2023-06-26,,03:52:00,04:24:00,04:55:00,,05:20:00,64,,12:10:00,89S,,18:59:00,296,,19:25:00,19:55:00,20:27:00
金門縣,2023-06-27,,03:52:00,04:24:00,04:55:00,,05:21:00,64,,12:10:00,89S,,18:59:00,296,,19:25:00,19:55:00,20:28:00
金門縣,2023-06-28,,03:52:00,04:25:00,04:55:00,,05:21:00,64,,12:10:00,89S,,18:59:00,296,,19:25:00,19:55:00,20:28:00
金門縣,2023-06-29,,03:53:00,04:25:00,04:56:00,,05:21:00,64,,12:10:00,89S,,18:59:00,296,,19:25:00,19:56:00,20:28:00
金門縣,2023-06-30,,03:53:00,04:25:00,04:56:00,,05:21:00,64,,12:10:00,89S,,18:59:00,296,,19:25:00,19:56:00,20:28:00
金門縣,2023-07-01,,03:54:00,04:26:00,04:56:00,,05:22:00,64,,12:11:00,89S,,18:59:00,296,,19:25:00,19:56:00,20:28:00
金門縣,2023-07-02,,03:54:00,04:26:00,04:57:00,,05:22:00,64,,12:11:00,89S,,18:59:00,296,,19:25:00,19:56:00,20:28:00
金門縣,2023-07-03,,03:54:00,04:26:00,04:57:00,,05:23:00,64,,12:11:00,89S,,18:59:00,296,,19:25:00,19:56:00,20:27:00
金門縣,2023-07-04,,03:55:00,04:27:00,04:57:00,,05:23:00,64,,12:11:00,88S,,18:59:00,296,,19:25:00,19:55:00,20:27:00
金門縣,2023-07-05,,03:55:00,04:27:00,04:58:00,,05:23:00,64,,12:11:00,88S,,18:59:00,296,,19:25:00,19:55:00,20:27:00
金門縣,2023-07-06,,03:56:00,04:28:00,04:58:00,,05:24:00,64,,12:12:00,88S,,18:59:00,295,,19:25:00,19:55:00,20:27:00
金門縣,2023-07-07,,03:56:00,04:28:00,04:59:00,,05:24:00,65,,12:12:00,88S,,18:59:00,295,,19:25:00,19:55:00,20:27:00
金門縣,2023-07-08,,03:57:00,04:29:00,04:59:00,,05:24:00,65,,12:12:00,88S,,18:59:00,295,,19:25:00,19:55:00,20:27:00
金門縣,2023-07-09,,03:57:00,04:29:00,04:59:00,,05:25:00,65,,12:12:00,88S,,18:59:00,295,,19:24:00,19:55:00,20:26:00
金門縣,2023-07-10,,03:58:00,04:30:00,05:00:00,,05:25:00,65,,12:12:00,88S,,18:59:00,295,,19:24:00,19:55:00,20:26:00
金門縣,2023-07-11,,03:58:00,04:30:00,05:00:00,,05:26:00,65,,12:12:00,88S,,18:59:00,295,,19:24:00,19:54:00,20:26:00
金門縣,2023-07-12,,03:59:00,04:31:00,05:01:00,,05:26:00,65,,12:12:00,88S,,18:59:00,295,,19:24:00,19:54:00,20:26:00
金門縣,2023-07-13,,04:00:00,04:31:00,05:01:00,,05:27:00,65,,12:13:00,87S,,18:58:00,295,,19:24:00,19:54:00,20:25:00
金門縣,2023-07-14,,04:00:00,04:32:00,05:02:00,,05:27:00,66,,12:13:00,87S,,18:58:00,294,,19:23:00,19:54:00,20:25:00
金門縣,2023-07-15,,04:01:00,04:32:00,05:02:00,,05:27:00,66,,12:13:00,87S,,18:58:00,294,,19:23:00,19:53:00,20:25:00
金門縣,2023-07-16,,04:01:00,04:33:00,05:03:00,,05:28:00,66,,12:13:00,87S,,18:58:00,294,,19:23:00,19:53:00,20:24:00
金門縣,2023-07-17,,04:02:00,04:33:00,05:03:00,,05:28:00,66,,12:13:00,87S,,18:58:00,294,,19:23:00,19:53:00,20:24:00
金門縣,2023-07-18,,04:03:00,04:34:00,05:04:00,,05:29:00,66,,12:13:00,87S,,18:57:00,294,,19:22:00,19:52:00,20:23:00
金門縣,2023-07-19,,04:03:00,04:34:00,05:04:00,,05:29:00,66,,12:13:00,86S,,18:57:00,293,,19:22:00,19:52:00,20:23:00
金門縣,2023-07-20,,04:04:00,04:35:00,05:05:00,,05:30:00,67,,12:13:00,86S,,18:57:00,293,,19:22:00,19:51:00,20:22:00
金門縣,2023-07-21,,04:04:00,04:35:00,05:05:00,,05:30:00,67,,12:13:00,86S,,18:56:00,293,,19:21:00,19:51:00,20:22:00
金門縣,2023-07-22,,04:05:00,04:36:00,05:06:00,,05:31:00,67,,12:13:00,86S,,18:56:00,293,,19:21:00,19:50:00,20:21:00
金門縣,2023-07-23,,04:06:00,04:37:00,05:06:00,,05:31:00,67,,12:13:00,86S,,18:55:00,293,,19:20:00,19:50:00,20:21:00
金門縣,2023-07-24,,04:06:00,04:37:00,05:07:00,,05:31:00,68,,12:13:00,86S,,18:55:00,292,,19:20:00,19:49:00,20:20:00
金門縣,2023-07-25,,04:07:00,04:38:00,05:07:00,,05:32:00,68,,12:13:00,85S,,18:55:00,292,,19:19:00,19:49:00,20:19:00
金門縣,2023-07-26,,04:08:00,04:38:00,05:08:00,,05:32:00,68,,12:13:00,85S,,18:54:00,292,,19:19:00,19:48:00,20:19:00
金門縣,2023-07-27,,04:08:00,04:39:00,05:08:00,,05:33:00,68,,12:13:00,85S,,18:54:00,292,,19:18:00,19:48:00,20:18:00
金門縣,2023-07-28,,04:09:00,04:39:00,05:09:00,,05:33:00,69,,12:13:00,85S,,18:53:00,291,,19:18:00,19:47:00,20:17:00
金門縣,2023-07-29,,04:10:00,04:40:00,05:09:00,,05:34:00,69,,12:13:00,84S,,18:53:00,291,,19:17:00,19:46:00,20:17:00
金門縣,2023-07-30,,04:10:00,04:41:00,05:10:00,,05:34:00,69,,12:13:00,84S,,18:52:00,291,,19:17:00,19:46:00,20:16:00
金門縣,2023-07-31,,04:11:00,04:41:00,05:10:00,,05:35:00,69,,12:13:00,84S,,18:52:00,291,,19:16:00,19:45:00,20:15:00
金門縣,2023-08-01,,04:12:00,04:42:00,05:11:00,,05:35:00,70,,12:13:00,84S,,18:51:00,290,,19:15:00,19:44:00,20:14:00
金門縣,2023-08-02,,04:12:00,04:42:00,05:11:00,,05:36:00,70,,12:13:00,83S,,18:50:00,290,,19:15:00,19:44:00,20:14:00
金門縣,2023-08-03,,04:13:00,04:43:00,05:12:00,,05:36:00,70,,12:13:00,83S,,18:50:00,290,,19:14:00,19:43:00,20:13:00
金門縣,2023-08-04,,04:14:00,04:43:00,05:12:00,,05:37:00,70,,12:13:00,83S,,18:49:00,289,,19:13:00,19:42:00,20:12:00
金門縣,2023-08-05,,04:14:00,04:44:00,05:13:00,,05:37:00,71,,12:13:00,83S,,18:49:00,289,,19:13:00,19:42:00,20:11:00
金門縣,2023-08-06,,04:15:00,04:45:00,05:13:00,,05:37:00,71,,12:13:00,82S,,18:48:00,289,,19:12:00,19:41:00,20:10:00
金門縣,2023-08-07,,04:16:00,04:45:00,05:14:00,,05:38:00,71,,12:13:00,82S,,18:47:00,288,,19:11:00,19:40:00,20:09:00
金門縣,2023-08-08,,04:16:00,04:46:00,05:14:00,,05:38:00,72,,12:13:00,82S,,18:47:00,288,,19:11:00,19:39:00,20:08:00
金門縣,2023-08-09,,04:17:00,04:46:00,05:15:00,,05:39:00,72,,12:12:00,82S,,18:46:00,288,,19:10:00,19:38:00,20:08:00
金門縣,2023-08-10,,04:17:00,04:47:00,05:15:00,,05:39:00,72,,12:12:00,81S,,18:45:00,288,,19:09:00,19:37:00,20:07:00
金門縣,2023-08-11,,04:18:00,04:47:00,05:16:00,,05:40:00,73,,12:12:00,81S,,18:44:00,287,,19:08:00,19:37:00,20:06:00
金門縣,2023-08-12,,04:19:00,04:48:00,05:16:00,,05:40:00,73,,12:12:00,81S,,18:44:00,287,,19:08:00,19:36:00,20:05:00
金門縣,2023-08-13,,04:19:00,04:48:00,05:17:00,,05:40:00,73,,12:12:00,80S,,18:43:00,287,,19:07:00,19:35:00,20:04:00
金門縣,2023-08-14,,04:20:00,04:49:00,05:17:00,,05:41:00,74,,12:12:00,80S,,18:42:00,286,,19:06:00,19:34:00,20:03:00
金門縣,2023-08-15,,04:21:00,04:49:00,05:18:00,,05:41:00,74,,12:11:00,80S,,18:41:00,286,,19:05:00,19:33:00,20:02:00
金門縣,2023-08-16,,04:21:00,04:50:00,05:18:00,,05:42:00,74,,12:11:00,79S,,18:40:00,286,,19:04:00,19:32:00,20:01:00
金門縣,2023-08-17,,04:22:00,04:50:00,05:18:00,,05:42:00,75,,12:11:00,79S,,18:40:00,285,,19:03:00,19:31:00,20:00:00
金門縣,2023-08-18,,04:22:00,04:51:00,05:19:00,,05:43:00,75,,12:11:00,79S,,18:39:00,285,,19:02:00,19:30:00,19:59:00
金門縣,2023-08-19,,04:23:00,04:52:00,05:19:00,,05:43:00,75,,12:11:00,78S,,18:38:00,284,,19:02:00,19:29:00,19:58:00
金門縣,2023-08-20,,04:24:00,04:52:00,05:20:00,,05:43:00,76,,12:10:00,78S,,18:37:00,284,,19:01:00,19:28:00,19:57:00
金門縣,2023-08-21,,04:24:00,04:53:00,05:20:00,,05:44:00,76,,12:10:00,78S,,18:36:00,284,,19:00:00,19:27:00,19:56:00
金門縣,2023-08-22,,04:25:00,04:53:00,05:21:00,,05:44:00,76,,12:10:00,77S,,18:35:00,283,,18:59:00,19:26:00,19:55:00
金門縣,2023-08-23,,04:25:00,04:54:00,05:21:00,,05:45:00,77,,12:10:00,77S,,18:34:00,283,,18:58:00,19:25:00,19:53:00
金門縣,2023-08-24,,04:26:00,04:54:00,05:22:00,,05:45:00,77,,12:09:00,77S,,18:33:00,283,,18:57:00,19:24:00,19:52:00
金門縣,2023-08-25,,04:26:00,04:54:00,05:22:00,,05:45:00,78,,12:09:00,76S,,18:33:00,282,,18:56:00,19:23:00,19:51:00
金門縣,2023-08-26,,04:27:00,04:55:00,05:22:00,,05:46:00,78,,12:09:00,76S,,18:32:00,282,,18:55:00,19:22:00,19:50:00
金門縣,2023-08-27,,04:28:00,04:55:00,05:23:00,,05:46:00,78,,12:09:00,76S,,18:31:00,281,,18:54:00,19:21:00,19:49:00
金門縣,2023-08-28,,04:28:00,04:56:00,05:23:00,,05:46:00,79,,12:08:00,75S,,18:30:00,281,,18:53:00,19:20:00,19:48:00
金門縣,2023-08-29,,04:29:00,04:56:00,05:24:00,,05:47:00,79,,12:08:00,75S,,18:29:00,281,,18:52:00,19:19:00,19:47:00
金門縣,2023-08-30,,04:29:00,04:57:00,05:24:00,,05:47:00,80,,12:08:00,75S,,18:28:00,280,,18:51:00,19:18:00,19:46:00
金門縣,2023-08-31,,04:30:00,04:57:00,05:24:00,,05:48:00,80,,12:07:00,74S,,18:27:00,280,,18:50:00,19:17:00,19:45:00
金門縣,2023-09-01,,04:30:00,04:58:00,05:25:00,,05:48:00,80,,12:07:00,74S,,18:26:00,279,,18:49:00,19:16:00,19:43:00
金門縣,2023-09-02,,04:31:00,04:58:00,05:25:00,,05:48:00,81,,12:07:00,74S,,18:25:00,279,,18:48:00,19:15:00,19:42:00
金門縣,2023-09-03,,04:31:00,04:59:00,05:26:00,,05:49:00,81,,12:06:00,73S,,18:24:00,279,,18:47:00,19:14:00,19:41:00
金門縣,2023-09-04,,04:32:00,04:59:00,05:26:00,,05:49:00,82,,12:06:00,73S,,18:23:00,278,,18:46:00,19:13:00,19:40:00
金門縣,2023-09-05,,04:32:00,04:59:00,05:26:00,,05:49:00,82,,12:06:00,73S,,18:22:00,278,,18:45:00,19:12:00,19:39:00
金門縣,2023-09-06,,04:33:00,05:00:00,05:27:00,,05:50:00,82,,12:05:00,72S,,18:21:00,277,,18:44:00,19:11:00,19:38:00
金門縣,2023-09-07,,04:33:00,05:00:00,05:27:00,,05:50:00,83,,12:05:00,72S,,18:20:00,277,,18:43:00,19:09:00,19:37:00
金門縣,2023-09-08,,04:33:00,05:01:00,05:27:00,,05:50:00,83,,12:05:00,71S,,18:19:00,277,,18:42:00,19:08:00,19:35:00
金門縣,2023-09-09,,04:34:00,05:01:00,05:28:00,,05:51:00,84,,12:04:00,71S,,18:18:00,276,,18:41:00,19:07:00,19:34:00
金門縣,2023-09-10,,04:34:00,05:01:00,05:28:00,,05:51:00,84,,12:04:00,71S,,18:17:00,276,,18:39:00,19:06:00,19:33:00
金門縣,2023-09-11,,04:35:00,05:02:00,05:29:00,,05:51:00,84,,12:04:00,70S,,18:16:00,275,,18:38:00,19:05:00,19:32:00
金門縣,2023-09-12,,04:35:00,05:02:00,05:29:00,,05:52:00,85,,12:03:00,70S,,18:15:00,275,,18:37:00,19:04:00,19:31:00
金門縣,2023-09-13,,04:36:00,05:03:00,05:29:00,,05:52:00,85,,12:03:00,70S,,18:13:00,275,,18:36:00,19:03:00,19:30:00
金門縣,2023-09-14,,04:36:00,05:03:00,05:30:00,,05:52:00,86,,12:03:00,69S,,18:12:00,274,,18:35:00,19:02:00,19:29:00
金門縣,2023-09-15,,04:37:00,05:03:00,05:30:00,,05:53:00,86,,12:02:00,69S,,18:11:00,274,,18:34:00,19:01:00,19:27:00
金門縣,2023-09-16,,04:37:00,05:04:00,05:30:00,,05:53:00,86,,12:02:00,68S,,18:10:00,273,,18:33:00,19:00:00,19:26:00
金門縣,2023-09-17,,04:37:00,05:04:00,05:31:00,,05:54:00,87,,12:02:00,68S,,18:09:00,273,,18:32:00,18:59:00,19:25:00
金門縣,2023-09-18,,04:38:00,05:05:00,05:31:00,,05:54:00,87,,12:01:00,68S,,18:08:00,272,,18:31:00,18:57:00,19:24:00
金門縣,2023-09-19,,04:38:00,05:05:00,05:31:00,,05:54:00,88,,12:01:00,67S,,18:07:00,272,,18:30:00,18:56:00,19:23:00
金門縣,2023-09-20,,04:39:00,05:05:00,05:32:00,,05:55:00,88,,12:00:00,67S,,18:06:00,272,,18:29:00,18:55:00,19:22:00
金門縣,2023-09-21,,04:39:00,05:06:00,05:32:00,,05:55:00,89,,12:00:00,66S,,18:05:00,271,,18:28:00,18:54:00,19:21:00
金門縣,2023-09-22,,04:39:00,05:06:00,05:33:00,,05:55:00,89,,12:00:00,66S,,18:04:00,271,,18:27:00,18:53:00,19:20:00
金門縣,2023-09-23,,04:40:00,05:06:00,05:33:00,,05:56:00,89,,11:59:00,66S,,18:03:00,270,,18:26:00,18:52:00,19:19:00
金門縣,2023-09-24,,04:40:00,05:07:00,05:33:00,,05:56:00,90,,11:59:00,65S,,18:02:00,270,,18:25:00,18:51:00,19:17:00
金門縣,2023-09-25,,04:41:00,05:07:00,05:34:00,,05:56:00,90,,11:59:00,65S,,18:01:00,269,,18:23:00,18:50:00,19:16:00
金門縣,2023-09-26,,04:41:00,05:08:00,05:34:00,,05:57:00,91,,11:58:00,64S,,18:00:00,269,,18:22:00,18:49:00,19:15:00
金門縣,2023-09-27,,04:41:00,05:08:00,05:34:00,,05:57:00,91,,11:58:00,64S,,17:59:00,269,,18:21:00,18:48:00,19:14:00
金門縣,2023-09-28,,04:42:00,05:08:00,05:35:00,,05:57:00,92,,11:58:00,64S,,17:58:00,268,,18:20:00,18:47:00,19:13:00
金門縣,2023-09-29,,04:42:00,05:09:00,05:35:00,,05:58:00,92,,11:57:00,63S,,17:57:00,268,,18:19:00,18:46:00,19:12:00
金門縣,2023-09-30,,04:43:00,05:09:00,05:35:00,,05:58:00,92,,11:57:00,63S,,17:56:00,267,,18:18:00,18:45:00,19:11:00
金門縣,2023-10-01,,04:43:00,05:09:00,05:36:00,,05:59:00,93,,11:57:00,63S,,17:55:00,267,,18:17:00,18:44:00,19:10:00
金門縣,2023-10-02,,04:43:00,05:10:00,05:36:00,,05:59:00,93,,11:56:00,62S,,17:54:00,266,,18:16:00,18:43:00,19:09:00
金門縣,2023-10-03,,04:44:00,05:10:00,05:37:00,,05:59:00,94,,11:56:00,62S,,17:52:00,266,,18:15:00,18:42:00,19:08:00
金門縣,2023-10-04,,04:44:00,05:11:00,05:37:00,,06:00:00,94,,11:56:00,61S,,17:51:00,266,,18:14:00,18:41:00,19:07:00
金門縣,2023-10-05,,04:45:00,05:11:00,05:37:00,,06:00:00,95,,11:55:00,61S,,17:50:00,265,,18:13:00,18:40:00,19:06:00
金門縣,2023-10-06,,04:45:00,05:11:00,05:38:00,,06:00:00,95,,11:55:00,61S,,17:49:00,265,,18:12:00,18:39:00,19:05:00
金門縣,2023-10-07,,04:45:00,05:12:00,05:38:00,,06:01:00,95,,11:55:00,60S,,17:48:00,264,,18:11:00,18:38:00,19:04:00
金門縣,2023-10-08,,04:46:00,05:12:00,05:38:00,,06:01:00,96,,11:55:00,60S,,17:47:00,264,,18:10:00,18:37:00,19:03:00
金門縣,2023-10-09,,04:46:00,05:12:00,05:39:00,,06:02:00,96,,11:54:00,59S,,17:47:00,264,,18:09:00,18:36:00,19:02:00
金門縣,2023-10-10,,04:47:00,05:13:00,05:39:00,,06:02:00,97,,11:54:00,59S,,17:46:00,263,,18:08:00,18:35:00,19:01:00
金門縣,2023-10-11,,04:47:00,05:13:00,05:40:00,,06:03:00,97,,11:54:00,59S,,17:45:00,263,,18:07:00,18:34:00,19:00:00
金門縣,2023-10-12,,04:47:00,05:14:00,05:40:00,,06:03:00,98,,11:53:00,58S,,17:44:00,262,,18:06:00,18:33:00,18:59:00
金門縣,2023-10-13,,04:48:00,05:14:00,05:41:00,,06:03:00,98,,11:53:00,58S,,17:43:00,262,,18:06:00,18:32:00,18:58:00
金門縣,2023-10-14,,04:48:00,05:15:00,05:41:00,,06:04:00,98,,11:53:00,58S,,17:42:00,261,,18:05:00,18:31:00,18:57:00
金門縣,2023-10-15,,04:49:00,05:15:00,05:41:00,,06:04:00,99,,11:53:00,57S,,17:41:00,261,,18:04:00,18:30:00,18:57:00
金門縣,2023-10-16,,04:49:00,05:15:00,05:42:00,,06:05:00,99,,11:53:00,57S,,17:40:00,261,,18:03:00,18:29:00,18:56:00
金門縣,2023-10-17,,04:49:00,05:16:00,05:42:00,,06:05:00,100,,11:52:00,56S,,17:39:00,260,,18:02:00,18:29:00,18:55:00
金門縣,2023-10-18,,04:50:00,05:16:00,05:43:00,,06:06:00,100,,11:52:00,56S,,17:38:00,260,,18:01:00,18:28:00,18:54:00
金門縣,2023-10-19,,04:50:00,05:17:00,05:43:00,,06:06:00,100,,11:52:00,56S,,17:37:00,259,,18:00:00,18:27:00,18:53:00
金門縣,2023-10-20,,04:51:00,05:17:00,05:44:00,,06:07:00,101,,11:52:00,55S,,17:36:00,259,,18:00:00,18:26:00,18:53:00
金門縣,2023-10-21,,04:51:00,05:18:00,05:44:00,,06:07:00,101,,11:52:00,55S,,17:36:00,259,,17:59:00,18:25:00,18:52:00
金門縣,2023-10-22,,04:52:00,05:18:00,05:45:00,,06:08:00,102,,11:51:00,55S,,17:35:00,258,,17:58:00,18:25:00,18:51:00
金門縣,2023-10-23,,04:52:00,05:18:00,05:45:00,,06:08:00,102,,11:51:00,54S,,17:34:00,258,,17:57:00,18:24:00,18:50:00
金門縣,2023-10-24,,04:52:00,05:19:00,05:46:00,,06:09:00,102,,11:51:00,54S,,17:33:00,257,,17:56:00,18:23:00,18:50:00
金門縣,2023-10-25,,04:53:00,05:19:00,05:46:00,,06:09:00,103,,11:51:00,54S,,17:32:00,257,,17:56:00,18:22:00,18:49:00
金門縣,2023-10-26,,04:53:00,05:20:00,05:47:00,,06:10:00,103,,11:51:00,53S,,17:32:00,257,,17:55:00,18:22:00,18:48:00
金門縣,2023-10-27,,04:54:00,05:20:00,05:47:00,,06:10:00,103,,11:51:00,53S,,17:31:00,256,,17:54:00,18:21:00,18:47:00
金門縣,2023-10-28,,04:54:00,05:21:00,05:48:00,,06:11:00,104,,11:51:00,53S,,17:30:00,256,,17:53:00,18:20:00,18:47:00
金門縣,2023-10-29,,04:55:00,05:21:00,05:48:00,,06:11:00,104,,11:51:00,52S,,17:29:00,256,,17:53:00,18:20:00,18:46:00
金門縣,2023-10-30,,04:55:00,05:22:00,05:49:00,,06:12:00,105,,11:51:00,52S,,17:29:00,255,,17:52:00,18:19:00,18:46:00
金門縣,2023-10-31,,04:56:00,05:22:00,05:49:00,,06:13:00,105,,11:50:00,52S,,17:28:00,255,,17:52:00,18:18:00,18:45:00
金門縣,2023-11-01,,04:56:00,05:23:00,05:50:00,,06:13:00,105,,11:50:00,51S,,17:27:00,255,,17:51:00,18:18:00,18:44:00
金門縣,2023-11-02,,04:57:00,05:23:00,05:50:00,,06:14:00,106,,11:50:00,51S,,17:27:00,254,,17:50:00,18:17:00,18:44:00
金門縣,2023-11-03,,04:57:00,05:24:00,05:51:00,,06:14:00,106,,11:50:00,51S,,17:26:00,254,,17:50:00,18:17:00,18:43:00
金門縣,2023-11-04,,04:58:00,05:24:00,05:51:00,,06:15:00,106,,11:50:00,50S,,17:26:00,254,,17:49:00,18:16:00,18:43:00
金門縣,2023-11-05,,04:58:00,05:25:00,05:52:00,,06:16:00,107,,11:50:00,50S,,17:25:00,253,,17:49:00,18:16:00,18:42:00
金門縣,2023-11-06,,04:59:00,05:25:00,05:53:00,,06:16:00,107,,11:50:00,50S,,17:24:00,253,,17:48:00,18:15:00,18:42:00
金門縣,2023-11-07,,04:59:00,05:26:00,05:53:00,,06:17:00,107,,11:50:00,49S,,17:24:00,253,,17:48:00,18:15:00,18:42:00
金門縣,2023-11-08,,05:00:00,05:27:00,05:54:00,,06:17:00,108,,11:51:00,49S,,17:23:00,252,,17:47:00,18:14:00,18:41:00
金門縣,2023-11-09,,05:00:00,05:27:00,05:54:00,,06:18:00,108,,11:51:00,49S,,17:23:00,252,,17:47:00,18:14:00,18:41:00
金門縣,2023-11-10,,05:01:00,05:28:00,05:55:00,,06:19:00,108,,11:51:00,49S,,17:22:00,252,,17:46:00,18:13:00,18:40:00
金門縣,2023-11-11,,05:01:00,05:28:00,05:56:00,,06:19:00,109,,11:51:00,48S,,17:22:00,251,,17:46:00,18:13:00,18:40:00
金門縣,2023-11-12,,05:02:00,05:29:00,05:56:00,,06:20:00,109,,11:51:00,48S,,17:22:00,251,,17:45:00,18:13:00,18:40:00
金門縣,2023-11-13,,05:02:00,05:29:00,05:57:00,,06:21:00,109,,11:51:00,48S,,17:21:00,251,,17:45:00,18:12:00,18:39:00
金門縣,2023-11-14,,05:03:00,05:30:00,05:57:00,,06:21:00,110,,11:51:00,47S,,17:21:00,250,,17:45:00,18:12:00,18:39:00
金門縣,2023-11-15,,05:03:00,05:31:00,05:58:00,,06:22:00,110,,11:51:00,47S,,17:20:00,250,,17:44:00,18:12:00,18:39:00
金門縣,2023-11-16,,05:04:00,05:31:00,05:59:00,,06:23:00,110,,11:52:00,47S,,17:20:00,250,,17:44:00,18:12:00,18:39:00
金門縣,2023-11-17,,05:05:00,05:32:00,05:59:00,,06:23:00,110,,11:52:00,47S,,17:20:00,250,,17:44:00,18:11:00,18:39:00
金門縣,2023-11-18,,05:05:00,05:32:00,06:00:00,,06:24:00,111,,11:52:00,46S,,17:19:00,249,,17:44:00,18:11:00,18:38:00
金門縣,2023-11-19,,05:06:00,05:33:00,06:01:00,,06:25:00,111,,11:52:00,46S,,17:19:00,249,,17:43:00,18:11:00,18:38:00
金門縣,2023-11-20,,05:06:00,05:34:00,06:01:00,,06:25:00,111,,11:52:00,46S,,17:19:00,249,,17:43:00,18:11:00,18:38:00
金門縣,2023-11-21,,05:07:00,05:34:00,06:02:00,,06:26:00,111,,11:53:00,46S,,17:19:00,248,,17:43:00,18:11:00,18:38:00
金門縣,2023-11-22,,05:08:00,05:35:00,06:03:00,,06:27:00,112,,11:53:00,46S,,17:19:00,248,,17:43:00,18:11:00,18:38:00
金門縣,2023-11-23,,05:08:00,05:36:00,06:03:00,,06:28:00,112,,11:53:00,45S,,17:18:00,248,,17:43:00,18:10:00,18:38:00
金門縣,2023-11-24,,05:09:00,05:36:00,06:04:00,,06:28:00,112,,11:53:00,45S,,17:18:00,248,,17:43:00,18:10:00,18:38:00
金門縣,2023-11-25,,05:09:00,05:37:00,06:05:00,,06:29:00,112,,11:54:00,45S,,17:18:00,248,,17:42:00,18:10:00,18:38:00
金門縣,2023-11-26,,05:10:00,05:37:00,06:05:00,,06:30:00,113,,11:54:00,45S,,17:18:00,247,,17:42:00,18:10:00,18:38:00
金門縣,2023-11-27,,05:11:00,05:38:00,06:06:00,,06:30:00,113,,11:54:00,45S,,17:18:00,247,,17:42:00,18:10:00,18:38:00
金門縣,2023-11-28,,05:11:00,05:39:00,06:07:00,,06:31:00,113,,11:55:00,44S,,17:18:00,247,,17:42:00,18:10:00,18:38:00
金門縣,2023-11-29,,05:12:00,05:39:00,06:07:00,,06:32:00,113,,11:55:00,44S,,17:18:00,247,,17:42:00,18:10:00,18:38:00
金門縣,2023-11-30,,05:12:00,05:40:00,06:08:00,,06:32:00,113,,11:55:00,44S,,17:18:00,247,,17:42:00,18:10:00,18:38:00
金門縣,2023-12-01,,05:13:00,05:41:00,06:09:00,,06:33:00,114,,11:56:00,44S,,17:18:00,246,,17:42:00,18:11:00,18:38:00
金門縣,2023-12-02,,05:14:00,05:41:00,06:09:00,,06:34:00,114,,11:56:00,44S,,17:18:00,246,,17:43:00,18:11:00,18:38:00
金門縣,2023-12-03,,05:14:00,05:42:00,06:10:00,,06:35:00,114,,11:56:00,44S,,17:18:00,246,,17:43:00,18:11:00,18:38:00
金門縣,2023-12-04,,05:15:00,05:43:00,06:11:00,,06:35:00,114,,11:57:00,43S,,17:18:00,246,,17:43:00,18:11:00,18:39:00
金門縣,2023-12-05,,05:15:00,05:43:00,06:11:00,,06:36:00,114,,11:57:00,43S,,17:18:00,246,,17:43:00,18:11:00,18:39:00
金門縣,2023-12-06,,05:16:00,05:44:00,06:12:00,,06:37:00,114,,11:58:00,43S,,17:18:00,246,,17:43:00,18:11:00,18:39:00
金門縣,2023-12-07,,05:17:00,05:44:00,06:13:00,,06:37:00,114,,11:58:00,43S,,17:19:00,245,,17:43:00,18:12:00,18:39:00
金門縣,2023-12-08,,05:17:00,05:45:00,06:13:00,,06:38:00,115,,11:58:00,43S,,17:19:00,245,,17:44:00,18:12:00,18:40:00
金門縣,2023-12-09,,05:18:00,05:46:00,06:14:00,,06:39:00,115,,11:59:00,43S,,17:19:00,245,,17:44:00,18:12:00,18:40:00
金門縣,2023-12-10,,05:18:00,05:46:00,06:15:00,,06:39:00,115,,11:59:00,43S,,17:19:00,245,,17:44:00,18:12:00,18:40:00
金門縣,2023-12-11,,05:19:00,05:47:00,06:15:00,,06:40:00,115,,12:00:00,43S,,17:20:00,245,,17:44:00,18:13:00,18:40:00
金門縣,2023-12-12,,05:20:00,05:48:00,06:16:00,,06:41:00,115,,12:00:00,43S,,17:20:00,245,,17:45:00,18:13:00,18:41:00
金門縣,2023-12-13,,05:20:00,05:48:00,06:16:00,,06:41:00,115,,12:01:00,42S,,17:20:00,245,,17:45:00,18:13:00,18:41:00
金門縣,2023-12-14,,05:21:00,05:49:00,06:17:00,,06:42:00,115,,12:01:00,42S,,17:20:00,245,,17:45:00,18:14:00,18:42:00
金門縣,2023-12-15,,05:21:00,05:49:00,06:18:00,,06:42:00,115,,12:02:00,42S,,17:21:00,245,,17:46:00,18:14:00,18:42:00
金門縣,2023-12-16,,05:22:00,05:50:00,06:18:00,,06:43:00,115,,12:02:00,42S,,17:21:00,245,,17:46:00,18:14:00,18:42:00
金門縣,2023-12-17,,05:22:00,05:50:00,06:19:00,,06:44:00,115,,12:03:00,42S,,17:22:00,245,,17:47:00,18:15:00,18:43:00
金門縣,2023-12-18,,05:23:00,05:51:00,06:19:00,,06:44:00,115,,12:03:00,42S,,17:22:00,245,,17:47:00,18:15:00,18:43:00
金門縣,2023-12-19,,05:24:00,05:52:00,06:20:00,,06:45:00,115,,12:04:00,42S,,17:22:00,245,,17:47:00,18:16:00,18:44:00
